,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
18197,ethundrede og fire; sekshundrede og tredive,1
18198,ottehundrede og enoghalvtreds; sekshundrede og niogtreds,0
18199,ethundrede og tyve; nihundrede og tooghalvtreds,1
18200,trehundrede og halvtreds; ethundrede og treogtyve,0
18201,tohundrede og niogtreds; tohundrede og enogtredive,0
18202,syvhundrede og syv; tohundrede og niogtredive,0
18203,sekshundrede og syvogfirs; nihundrede og ti,1
18204,seksoghalvfems; trehundrede og nioghalvtreds,1
18205,sekshundrede og enogtyve; ethundrede og enoghalvfems,0
18206,femhundrede og seksogtredive; syvhundrede og ti,1
18207,femhundrede og nitten; syvhundrede og nioghalvtreds,1
18208,ottehundrede og treogfyrre; trehundrede og toogtyve,0
18209,ethundrede og tyve; treogtyve,0
18210,femhundrede og otteogtyve; nihundrede og tredive,1
18211,ethundrede og fireoghalvtreds; sekshundrede og enogtredive,1
18212,treoghalvtreds; sekshundrede og toogtredive,1
18213,sekshundrede og seksoghalvtreds; syvhundrede og tredive,1
18214,trehundrede og nioghalvfjerds; ottehundrede og syvoghalvtreds,1
18215,halvfjerds; syvhundrede og otteogfirs,1
18216,tohundrede og ni; sekshundrede og halvfems,1
18217,syvhundrede og niogtyve; sekshundrede og femoghalvfjerds,0
18218,trehundrede og seksogtreds; trehundrede og ni,0
18219,nihundrede og nioghalvfjerds; tohundrede og seksogtyve,0
18220,sekshundrede og treogtreds; syvhundrede og seksten,1
18221,ethundrede og femoghalvfems; sekshundrede og seksogtreds,1
18222,syvhundrede og toogfyrre; tohundrede og femogfirs,0
18223,sekshundrede og treoghalvtreds; tohundrede og to,0
18224,sekshundrede og seksoghalvfjerds; toogfirs,0
18225,syvhundrede og femoghalvfems; trehundrede og sytten,0
18226,sekshundrede og elleve; enogfirs,0
18227,ethundrede og seksogfirs; sekshundrede og enogtyve,1
18228,sekshundrede og seksogtreds; trehundrede og treds,0
18229,tohundrede og seks; syvhundrede og seksoghalvtreds,1
18230,ethundrede og toogfirs; ottehundrede og femoghalvfems,1
18231,firehundrede og seksogfirs; femhundrede og seksoghalvfems,1
18232,seksten; ethundrede og syvogfirs,1
18233,sekshundrede og syvogfirs; nihundrede og otteogtreds,1
18234,ottehundrede og fireogtyve; sekshundrede og otteogfirs,0
18235,ottehundrede og niogfyrre; tohundrede og syvoghalvfems,0
18236,ethundrede og femoghalvfjerds; femhundrede og nioghalvtreds,1
18237,ethundrede og nitten; syvoghalvfems,0
18238,femhundrede og treogtyve; tohundrede og otteogtyve,0
18239,otteogfirs; syvhundrede og otteoghalvtreds,1
18240,nihundrede og femogtreds; sekshundrede og treoghalvfems,0
18241,sekshundrede og toogfyrre; tohundrede og fireogtreds,0
18242,trehundrede og treoghalvfems; nihundrede og enogtredive,1
18243,ethundrede og seksogfyrre; tohundrede og femoghalvtreds,1
18244,sekshundrede og fireogtreds; ottehundrede og otteogtredive,1
18245,nihundrede og fyrre; ethundrede og femogtreds,0
18246,ottehundrede og syvogfirs; syvhundrede og tredive,0
18247,enoghalvfems; ottehundrede og nioghalvfjerds,1
18248,tohundrede og halvfems; femhundrede og seksogtreds,1
18249,trehundrede og otteoghalvtreds; trehundrede og atten,0
18250,syvhundrede og fireogtreds; femhundrede og seksogfirs,0
18251,tohundrede og femten; fireogfirs,0
18252,nitten; ottehundrede og tooghalvfems,1
18253,nihundrede og syvogfirs; ottehundrede og tretten,0
18254,nihundrede og niogfirs; syvhundrede og femogfirs,0
18255,syvhundrede og to; ethundrede og femoghalvtreds,0
18256,firehundrede og fireoghalvtreds; syvhundrede og seksoghalvtreds,1
18257,sekshundrede og otteoghalvfems; trehundrede og treoghalvtreds,0
18258,firehundrede og otteogtyve; ottehundrede og treogfyrre,1
18259,trehundrede og halvtreds; ethundrede og treogtreds,0
18260,firehundrede og sytten; ottehundrede og otteogtyve,1
18261,seks; femoghalvtreds,1
18262,tohundrede og toogfirs; seksten,0
18263,syvhundrede og tolv; nihundrede og seksogfirs,1
18264,firehundrede og enogtredive; firehundrede og treds,1
18265,nihundrede og treogtreds; tohundrede og seksogtyve,0
18266,syvhundrede og firs; sekshundrede og fireogfirs,0
18267,femhundrede og femoghalvfems; ethundrede og niogtreds,0
18268,ottehundrede og toogtreds; trehundrede og halvtreds,0
18269,ottehundrede og syvogtreds; fem,0
18270,trehundrede og niogfirs; nihundrede og treds,1
18271,tohundrede og to; femhundrede og niogtreds,1
18272,trehundrede og halvfems; sekshundrede og ti,1
18273,nihundrede og fireogtyve; firehundrede og atten,0
18274,toogfyrre; ethundrede og tooghalvtreds,1
18275,firehundrede og toogfirs; nihundrede og tooghalvtreds,1
18276,firehundrede og treoghalvfems; sytten,0
18277,tohundrede og atten; niogtyve,0
18278,ethundrede og toogtredive; trehundrede og seksoghalvfems,1
18279,syvhundrede og otteoghalvfjerds; fjorten,0
18280,ottehundrede og seksten; femhundrede og fem,0
18281,trehundrede og enogtreds; femogfirs,0
18282,femhundrede og syvogtreds; trehundrede og niogfyrre,0
18283,femhundrede og otteoghalvfems; seksogfyrre,0
18284,tohundrede og tooghalvtreds; syvhundrede og femogfirs,1
18285,nihundrede og treoghalvfems; firehundrede og otteogfirs,0
18286,tohundrede og seksoghalvfjerds; trehundrede og enogfirs,1
18287,tohundrede og femten; nihundrede og enogfyrre,1
18288,nioghalvfems; firehundrede og niogtyve,1
18289,sekshundrede og femogfirs; treogtyve,0
18290,sekshundrede og treds; ethundrede og fire,0
18291,femhundrede og treoghalvfems; ethundrede og femoghalvfjerds,0
18292,tohundrede og fireogtyve; tohundrede og otteogfyrre,1
18293,fireoghalvtreds; nihundrede og femoghalvtreds,1
18294,ottehundrede og femogtyve; ottehundrede og niogtredive,1
18295,femhundrede og seksogtreds; seks,0
18296,firehundrede og to; femhundrede og seksoghalvfjerds,1
18297,ottehundrede og femoghalvfems; femhundrede og enogfyrre,0
18298,fireogtyve; firehundrede og fireogfirs,1
18299,firehundrede og niogtredive; trehundrede og halvtreds,0
18300,nihundrede og treogtreds; trehundrede og seks,0
18301,ethundrede og femogtredive; ottehundrede og enogfyrre,1
18302,ottehundrede og enoghalvfjerds; tohundrede og otteogfyrre,0
18303,ethundrede og syvogfirs; femoghalvfjerds,0
18304,syvhundrede og enogtreds; tohundrede og treoghalvfjerds,0
18305,sekshundrede og niogfirs; treoghalvfems,0
18306,femhundrede og otteoghalvtreds; firehundrede og halvfjerds,0
18307,nihundrede og enogtreds; ottehundrede og otteoghalvfjerds,0
18308,ottehundrede og fjorten; femoghalvfjerds,0
18309,treogfyrre; trehundrede og halvfjerds,1
18310,syvhundrede og tolv; sekshundrede og nioghalvfjerds,0
18311,ottehundrede og treogtredive; firehundrede og toogfyrre,0
18312,syvogtredive; nihundrede og syvoghalvtreds,1
18313,tohundrede og otteogtyve; ethundrede og enogtreds,0
18314,nihundrede og elleve; firehundrede og femogfyrre,0
18315,ethundrede og niogtyve; femhundrede og toogtreds,1
18316,ottehundrede og tolv; enoghalvfjerds,0
18317,trehundrede og seksogtreds; tohundrede og syvogfyrre,0
18318,syvhundrede og fjorten; treoghalvfjerds,0
18319,nihundrede og femogtreds; firehundrede og femogtredive,0
18320,ottehundrede og treoghalvfjerds; firehundrede og halvtreds,0
18321,ethundrede og femoghalvfems; ethundrede og toogfirs,0
18322,syvhundrede og tolv; syvhundrede og toogfyrre,1
18323,firehundrede og femoghalvfjerds; femhundrede og enogfyrre,1
18324,nihundrede og femogfyrre; tooghalvtreds,0
18325,nihundrede og fireogtyve; tohundrede og otteogtyve,0
18326,trehundrede og fireogtreds; nihundrede og et,1
18327,tretten; tohundrede og treogfyrre,1
18328,nihundrede og nitten; syvhundrede og enoghalvfjerds,0
18329,ottehundrede og femogfyrre; sekshundrede og femogtredive,0
18330,to; syvhundrede og niogtyve,1
18331,tolv; femhundrede og enoghalvfjerds,1
18332,tohundrede og niogfyrre; firehundrede og niogfirs,1
18333,ottehundrede og femoghalvfems; ethundrede og niogfyrre,0
18334,syvhundrede og femoghalvtreds; fem,0
18335,firehundrede og seksoghalvtreds; sekshundrede og elleve,1
18336,trehundrede og otteogtredive; sekshundrede og tooghalvfjerds,1
18337,tohundrede og seksten; sekshundrede og syvoghalvfjerds,1
18338,femhundrede og enoghalvfems; nihundrede og fireoghalvtreds,1
18339,firehundrede og otteogtreds; sekshundrede og toogtreds,1
18340,firehundrede og treogfyrre; firehundrede og halvfems,1
18341,tohundrede og enogfirs; nihundrede og tre,1
18342,treogtyve; tretten,0
18343,trehundrede og otteoghalvtreds; trehundrede og syv,0
18344,ethundrede og enogtreds; firehundrede og tre,1
18345,ethundrede og niogfyrre; firehundrede og syvogfyrre,1
18346,sekshundrede og sytten; tohundrede og toogfirs,0
18347,ethundrede og tyve; ottehundrede og tooghalvfjerds,1
18348,syvhundrede og treoghalvfems; syvhundrede og treogtredive,0
18349,tohundrede og halvtreds; femhundrede og fireogtyve,1
18350,sekshundrede og enogfyrre; sekshundrede og otteoghalvtreds,1
18351,tohundrede og niogtredive; femoghalvfjerds,0
18352,firehundrede og nioghalvfems; femhundrede og fireoghalvfjerds,1
18353,firehundrede og treogfirs; firehundrede og femoghalvtreds,0
18354,syvhundrede og enogfyrre; ottehundrede og fireogtyve,1
18355,femhundrede og tooghalvtreds; femhundrede og syvogtreds,1
18356,tohundrede og enoghalvfems; syvhundrede og otteoghalvfjerds,1
18357,tohundrede og enoghalvfems; ottehundrede og tooghalvfems,1
18358,tooghalvfems; sekshundrede og nioghalvfems,1
18359,nihundrede og fireoghalvfems; tohundrede og treogfirs,0
18360,nihundrede og femoghalvfjerds; trehundrede og toogtreds,0
18361,firehundrede og otteogtreds; nihundrede og syvogfirs,1
18362,trehundrede og fireogtreds; tohundrede og enogfyrre,0
18363,femhundrede og enoghalvtreds; ethundrede og enogtreds,0
18364,ottehundrede og fireogtyve; ottehundrede og femogfirs,1
18365,firehundrede og fireoghalvfjerds; ethundrede og seksogtredive,0
18366,seksogfyrre; syvhundrede og syvogtyve,1
18367,nihundrede og toogtredive; ottehundrede og firs,0
18368,ethundrede og niogtredive; firehundrede og otteoghalvfems,1
18369,ethundrede og et; ottehundrede og tolv,1
18370,sekshundrede og halvtreds; ottehundrede og femoghalvfjerds,1
18371,trehundrede og halvfjerds; sekshundrede og fem,1
18372,tohundrede og treogtredive; ethundrede og to,0
18373,trehundrede og fireogtyve; trehundrede og treogtredive,1
18374,tohundrede og enogtreds; tohundrede og toogfirs,1
18375,tohundrede og niogfyrre; ottehundrede og enoghalvtreds,1
18376,femhundrede og seks; syvogfirs,0
18377,syvhundrede og enoghalvfems; syvhundrede og halvfems,0
18378,trehundrede og seksoghalvfjerds; enoghalvtreds,0
18379,firehundrede og seksoghalvfjerds; syvhundrede og tretten,1
18380,femoghalvfems; femhundrede og syv,1
18381,syvhundrede og otteogtredive; tohundrede og to,0
18382,tooghalvtreds; femhundrede og femogfyrre,1
18383,sekshundrede og otteogtreds; enogtredive,0
18384,ottehundrede og niogfyrre; nihundrede og femoghalvtreds,1
18385,trehundrede og tre; ottehundrede og treogtreds,1
18386,ethundrede og tooghalvfjerds; nihundrede og otteoghalvtreds,1
18387,syvhundrede og fireoghalvtreds; firehundrede og tolv,0
18388,femhundrede og fire; nihundrede og fire,1
18389,sekshundrede og femogfirs; sekshundrede og fem,0
18390,ottehundrede og atten; syvhundrede og tre,0
18391,sekshundrede og fireogtreds; ethundrede og niogfyrre,0
18392,ottehundrede og niogfirs; syvhundrede og toogfirs,0
18393,tohundrede og treogtyve; femhundrede og seksogfyrre,1
18394,firehundrede og niogtreds; syvhundrede og enogtredive,1
18395,trehundrede og fireoghalvtreds; ottehundrede og atten,1
18396,sekshundrede og syvogtredive; tohundrede og fireoghalvfems,0
18397,sekshundrede og treogtreds; ethundrede og seksten,0
18398,firs; tohundrede og femogtredive,1
18399,ethundrede og tooghalvtreds; femhundrede og sytten,1
18400,ethundrede og otteoghalvtreds; trehundrede og fem,1
18401,nihundrede og seksogfirs; ethundrede og enogtredive,0
18402,syvhundrede og otteogfirs; tohundrede og syvoghalvfjerds,0
18403,nihundrede og otteoghalvfems; trehundrede og femogtyve,0
18404,ottehundrede og seksoghalvfems; syvhundrede og sytten,0
18405,sekshundrede og treogtyve; tohundrede og toogfirs,0
18406,fireogfyrre; nihundrede og toogtyve,1
18407,seksoghalvfjerds; ottehundrede og femogfirs,1
18408,trehundrede og halvfems; firehundrede og otteogtredive,1
18409,syvhundrede og tredive; ottehundrede og syvoghalvfjerds,1
18410,sekshundrede og nitten; ethundrede og ni,0
18411,ottehundrede og otte; firehundrede og enoghalvfems,0
18412,ottehundrede og treogtreds; syvhundrede og femogtredive,0
18413,trehundrede og fire; tohundrede og syvoghalvfjerds,0
18414,trehundrede og toogfyrre; ethundrede og niogtyve,0
18415,nihundrede og treogtyve; nihundrede og fireogfyrre,1
18416,sekshundrede og atten; femhundrede og ni,0
18417,firs; nihundrede og tooghalvfjerds,1
18418,ottehundrede og nioghalvfems; ottehundrede og niogtyve,0
18419,syvhundrede og niogtreds; ottehundrede og seks,1
18420,syvhundrede og otteoghalvtreds; tohundrede og seksten,0
18421,ethundrede og atten; trehundrede og fem,1
18422,trehundrede og fem; trehundrede og seksogfyrre,1
18423,sekshundrede og enogfyrre; syvhundrede og syv,1
18424,femhundrede og toogtyve; sekshundrede og femogtreds,1
18425,trehundrede og femogfirs; nihundrede og nioghalvfjerds,1
18426,enoghalvfems; nihundrede og tooghalvfjerds,1
18427,syvoghalvfjerds; syvhundrede og femogfirs,1
18428,ethundrede og enoghalvfems; nihundrede og seksogfyrre,1
18429,trehundrede og treogtredive; ottehundrede og nioghalvfems,1
18430,syvhundrede og otteogfirs; sekshundrede og seksogtredive,0
18431,nihundrede og femogtreds; syvhundrede og fire,0
18432,syvhundrede og tredive; ethundrede og otteogfyrre,0
18433,ethundrede og tooghalvfjerds; tohundrede og toogtreds,1
18434,tohundrede og otteogtreds; tohundrede og treogtyve,0
18435,nihundrede og elleve; trehundrede og otte,0
18436,femhundrede og enogfyrre; tohundrede og niogfyrre,0
18437,femhundrede og fireoghalvfjerds; firehundrede og femogtyve,0
18438,trehundrede og fireoghalvfjerds; sekshundrede og atten,1
18439,syvhundrede og otteogtreds; tohundrede og tooghalvfjerds,0
18440,femhundrede og treds; trehundrede og toogtreds,0
18441,nihundrede og toogtredive; firehundrede og nitten,0
18442,sekshundrede og niogfirs; ethundrede og fireogtreds,0
18443,ottehundrede og seksogfyrre; nihundrede og fire,1
18444,trehundrede og fem; syvhundrede og femogfyrre,1
18445,syvhundrede og otteogfyrre; fire,0
18446,fireoghalvfjerds; firehundrede og firs,1
18447,tohundrede og fem; syvhundrede og to,1
18448,seksoghalvfjerds; nihundrede og toogtyve,1
18449,nihundrede og fireoghalvtreds; ottehundrede og otteogtredive,0
18450,femhundrede og otteogtreds; firehundrede og fire,0
18451,femhundrede og toogtreds; sekshundrede og ti,1
18452,ethundrede og enogfyrre; ethundrede og syvogfyrre,1
18453,trehundrede og treogtyve; trehundrede og otteogtredive,1
18454,tohundrede og enogtredive; tohundrede og otte,0
18455,ethundrede og et; ethundrede og fireoghalvfems,1
18456,tohundrede og halvfems; trehundrede og tredive,1
18457,trehundrede og femoghalvfjerds; sekshundrede,1
18458,ethundrede og enoghalvfems; nihundrede og tooghalvfems,1
18459,tohundrede og otteogfirs; nihundrede og enoghalvfems,1
18460,tohundrede og otteoghalvtreds; trehundrede og nitten,1
18461,nihundrede og toogfyrre; nihundrede og treds,1
18462,nihundrede og femogfirs; firehundrede og to,0
18463,nihundrede og femogfirs; nihundrede og seksogtredive,0
18464,syvhundrede og treds; firehundrede og syvogfirs,0
18465,tohundrede og fjorten; trehundrede og treogfirs,1
18466,syvogfyrre; syvhundrede og toogfyrre,1
18467,ethundrede og seks; femhundrede og enogfirs,1
18468,ethundrede og ti; nihundrede og atten,1
18469,nihundrede og treogtredive; syvhundrede og tyve,0
18470,tohundrede og otte; tohundrede og seksoghalvfjerds,1
18471,niogtreds; tohundrede og toogtyve,1
18472,sekshundrede og otteogtredive; tohundrede,0
18473,nihundrede og toogfyrre; tohundrede og femogfyrre,0
18474,femhundrede og femten; otteoghalvfems,0
18475,trehundrede og seksten; firehundrede og fem,1
18476,trehundrede og niogfyrre; syvhundrede og enoghalvfems,1
18477,ottehundrede og seks; nihundrede og seksogtyve,1
18478,tredive; nihundrede og niogfyrre,1
18479,syvhundrede og treoghalvfjerds; halvfems,0
18480,tohundrede og enogfyrre; trehundrede og treoghalvfems,1
18481,syvhundrede og treoghalvfjerds; nihundrede og fireogtredive,1
18482,tohundrede og syvogtreds; tohundrede og fire,0
18483,sekshundrede og femogfirs; trehundrede og otteogtredive,0
18484,femhundrede og tre; tohundrede og syvogfyrre,0
18485,trehundrede og syvogfirs; nihundrede og treogtredive,1
18486,trehundrede og seksogtredive; treoghalvtreds,0
18487,syvhundrede og toogfyrre; syvhundrede og femoghalvfjerds,1
18488,seksogfyrre; syvhundrede og fireogfirs,1
18489,tohundrede og halvtreds; nihundrede og tredive,1
18490,nihundrede og fireogtredive; syvhundrede og femogtredive,0
18491,firehundrede og femten; firehundrede og syvoghalvfjerds,1
18492,sekshundrede og treoghalvtreds; tohundrede og fyrre,0
18493,ethundrede og otteogfyrre; nihundrede og toogfyrre,1
18494,tohundrede og femten; treds,0
18495,ottehundrede og toogtreds; firehundrede og femoghalvfems,0
18496,syvhundrede og seks; nihundrede og treogfyrre,1
18497,ottehundrede og treogfirs; nihundrede og ni,1
18498,tohundrede og tooghalvfjerds; femhundrede og fireogtreds,1
18499,syvhundrede og niogtyve; femhundrede og seksoghalvfjerds,0
18500,syvhundrede og toogfirs; ethundrede og tooghalvtreds,0
18501,trehundrede og otteoghalvfems; tohundrede og fireogtreds,0
18502,sekshundrede og ni; sekshundrede og treogtredive,1
18503,nihundrede og fireogfirs; firehundrede og fireogtreds,0
18504,trehundrede og syvogfirs; firehundrede og fyrre,1
18505,firehundrede og enoghalvtreds; femhundrede og sytten,1
18506,femhundrede og niogtyve; syvoghalvfjerds,0
18507,ethundrede og fireoghalvfjerds; nihundrede og fireoghalvtreds,1
18508,firehundrede og fireoghalvtreds; trehundrede og fireoghalvfems,0
18509,sekshundrede og seksogfirs; femhundrede og otteoghalvfems,0
18510,tohundrede og sytten; ethundrede og fireogtreds,0
18511,syvhundrede og et; nihundrede og seksogfirs,1
18512,trehundrede og seksten; nihundrede og femogfyrre,1
18513,femhundrede og treoghalvtreds; otteogtyve,0
18514,ethundrede og seksten; nihundrede og femoghalvfjerds,1
18515,ethundrede og syvoghalvfjerds; ottehundrede og otte,1
18516,firehundrede og fireogfyrre; ottehundrede og tretten,1
18517,enogfirs; trehundrede og seksogfyrre,1
18518,trehundrede og treogtredive; ettusind,1
18519,nihundrede og fyrre; nihundrede og seksogfyrre,1
18520,nihundrede og syvogtyve; ottehundrede og enoghalvfems,0
18521,fireogtredive; enogfyrre,1
18522,nihundrede og enogtredive; ottehundrede og femogfyrre,0
18523,nihundrede og enoghalvfems; firehundrede og elleve,0
18524,firehundrede og seks; trehundrede og treoghalvfems,0
18525,ottehundrede og sytten; ottehundrede og fem,0
18526,tohundrede og halvfjerds; nihundrede og fireogfyrre,1
18527,ottehundrede og fjorten; firehundrede og femoghalvfems,0
18528,sekshundrede og firs; firehundrede og fireogtredive,0
18529,syvhundrede og femten; seksogtredive,0
18530,ottehundrede og seksogfyrre; syvhundrede og seks,0
18531,trehundrede og fire; firehundrede og sytten,1
18532,sekshundrede og fem; firehundrede og otteogfyrre,0
18533,nihundrede og otteogtreds; ottehundrede og femogtreds,0
18534,seksogtredive; firehundrede og toogfyrre,1
18535,nihundrede og enogtreds; ethundrede og halvfjerds,0
18536,trehundrede og otteogtreds; nihundrede og fire,1
18537,femhundrede og fire; ottehundrede og fem,1
18538,ethundrede og tolv; tohundrede og halvtreds,1
18539,trehundrede og otteogfyrre; trehundrede og syvogtyve,0
18540,otte; sekshundrede og fyrre,1
18541,ottehundrede og halvfjerds; femhundrede og ti,0
18542,toogfirs; treoghalvtreds,0
18543,femhundrede og seks; firehundrede og nioghalvfjerds,0
18544,syvhundrede og femogfirs; femhundrede og treogfirs,0
18545,firehundrede og femogtredive; firehundrede og syvogtreds,1
18546,trehundrede og seksoghalvtreds; trehundrede og ni,0
18547,tohundrede og niogtyve; ottehundrede og femoghalvtreds,1
18548,femhundrede og tooghalvfjerds; ottehundrede og enogfirs,1
18549,tohundrede og toogtreds; firehundrede og niogfirs,1
18550,tohundrede og fireogtreds; nihundrede og treogtredive,1
18551,syvhundrede og atten; trehundrede og treoghalvtreds,0
18552,sekshundrede og treogtyve; firehundrede og fem,0
18553,femhundrede og fem; trehundrede og seksogfirs,0
18554,femhundrede og treogtredive; femhundrede og syv,0
18555,nihundrede og syvoghalvtreds; niogtreds,0
18556,ethundrede og to; syvhundrede og tretten,1
18557,nihundrede og nioghalvfems; nihundrede og otteoghalvfems,0
18558,nihundrede og otteogtreds; ottehundrede og fjorten,0
18559,sekshundrede og syvoghalvfjerds; ottehundrede og seksogtreds,1
18560,ethundrede og treoghalvfems; ottehundrede og treogfyrre,1
18561,syvhundrede og toogtredive; syvhundrede og toogtyve,0
18562,tohundrede og otteoghalvfjerds; nihundrede og treoghalvtreds,1
18563,firehundrede; firehundrede og fireogtyve,1
18564,ethundrede og fireogfyrre; sekshundrede og seksogtredive,1
18565,niogtyve; trehundrede og seksogtyve,1
18566,ottehundrede og tretten; halvfems,0
18567,ethundrede og seksogtyve; treoghalvtreds,0
18568,syvogfyrre; firehundrede og seksoghalvfjerds,1
18569,tohundrede og otteogtreds; nihundrede og otteogfyrre,1
18570,treoghalvtreds; nihundrede og treogtyve,1
18571,seksogfyrre; ottehundrede og fireogfyrre,1
18572,trehundrede og syvogtredive; ottehundrede og fireogtreds,1
18573,ottehundrede og seksoghalvfems; enogfyrre,0
18574,nihundrede og fireogtyve; firehundrede og treogfirs,0
18575,ethundrede og syvogtyve; nihundrede og fireogfirs,1
18576,femhundrede og fireogfirs; trehundrede og seksoghalvfjerds,0
18577,fireogtyve; femhundrede og syvogtyve,1
18578,femogtreds; femhundrede og treogtreds,1
18579,trehundrede og tooghalvtreds; sekshundrede og niogfyrre,1
18580,nihundrede og to; ethundrede og treogtredive,0
18581,nihundrede og treogtreds; tohundrede og enogfirs,0
18582,otteogfyrre; syvhundrede og fireogfyrre,1
18583,ottehundrede og tredive; nihundrede og syvogfirs,1
18584,femhundrede og otteogfyrre; femhundrede og enoghalvfjerds,1
18585,firehundrede og seksogfyrre; sekshundrede og seksoghalvfems,1
18586,ethundrede og fire; firehundrede og seksoghalvfems,1
18587,syvhundrede og fireogtredive; sekshundrede og seks,0
18588,enogtredive; nihundrede og otteoghalvtreds,1
18589,femhundrede og firs; femoghalvtreds,0
18590,sekshundrede og ni; femhundrede og femoghalvfjerds,0
18591,firehundrede og otteogtreds; trehundrede og seksogtredive,0
18592,femhundrede og seksoghalvfems; ethundrede og enogfyrre,0
18593,ethundrede og et; syvhundrede og fireogtredive,1
18594,seksoghalvtreds; femhundrede og seksogtredive,1
18595,sekshundrede og niogtreds; ethundrede og fireogtreds,0
18596,ethundrede og treogfyrre; ethundrede og niogtreds,1
18597,nihundrede og sytten; firehundrede og syv,0
18598,nihundrede og syvogtreds; syvhundrede og enoghalvtreds,0
18599,trehundrede og tre; sekshundrede og syvogfirs,1
18600,ottehundrede og treoghalvfjerds; syvhundrede og syvogtredive,0
18601,sekshundrede og toogfirs; tohundrede og treogtyve,0
18602,ottehundrede og tretten; enogtreds,0
18603,trehundrede og treogtredive; firehundrede og treogtredive,1
18604,firehundrede og to; ethundrede og nioghalvtreds,0
18605,tohundrede og toogtreds; nihundrede og treogtredive,1
18606,firehundrede og otte; ottehundrede og fyrre,1
18607,ottehundrede og seksten; tohundrede og seksten,0
18608,ni; tohundrede og treogfyrre,1
18609,syvhundrede og enogfirs; ethundrede og firs,0
18610,syvhundrede og halvfjerds; firehundrede og fjorten,0
18611,nihundrede og tretten; tohundrede og ti,0
18612,sekshundrede og firs; sekshundrede og nioghalvtreds,0
18613,tohundrede og syvoghalvfjerds; fire,0
18614,tohundrede og seksogtredive; ethundrede og toogtredive,0
18615,tohundrede og seksoghalvtreds; firehundrede og ti,1
18616,tohundrede og syvoghalvtreds; ottehundrede og treogtyve,1
18617,femhundrede og treoghalvfems; ethundrede og tooghalvfjerds,0
18618,trehundrede og otteogfyrre; femhundrede og seksten,1
18619,nihundrede og fireogfirs; fem,0
18620,niogfyrre; enoghalvfems,1
18621,ottehundrede og seksoghalvfems; ottehundrede og fireoghalvtreds,0
18622,ottehundrede og et; trehundrede og nioghalvfems,0
18623,nihundrede og niogtredive; syvhundrede og tooghalvtreds,0
18624,nihundrede og treogtredive; nihundrede og halvfjerds,1
18625,nihundrede og treoghalvfjerds; tohundrede og seksten,0
18626,tohundrede og otteogtreds; femhundrede og toogtredive,1
18627,firehundrede og otteoghalvfems; syvhundrede og seks,1
18628,tohundrede og firs; syvhundrede og enogtyve,1
18629,trehundrede og niogtredive; nihundrede og enoghalvtreds,1
18630,femhundrede og treoghalvfems; syvhundrede og seks,1
18631,firehundrede og sytten; femhundrede og enogfyrre,1
18632,ottehundrede og otteoghalvtreds; syvhundrede og toogfyrre,0
18633,syvhundrede og to; sekshundrede og fireogfyrre,0
18634,sekshundrede og seksogfyrre; sekshundrede og elleve,0
18635,firehundrede og fireogtredive; tohundrede og syvoghalvtreds,0
18636,syvhundrede og enogtredive; trehundrede og enogfyrre,0
18637,trehundrede og femogfirs; enogfyrre,0
18638,sekshundrede og nioghalvtreds; sekshundrede og otteoghalvtreds,0
18639,ottehundrede og fyrre; firehundrede og treogfyrre,0
18640,atten; firehundrede og niogtreds,1
18641,ottehundrede og seksogfirs; ethundrede og treogtreds,0
18642,firehundrede og otteogtreds; syvhundrede og nitten,1
18643,sekshundrede og toogtyve; ottehundrede og fireogfirs,1
18644,ottehundrede og otteogtreds; tohundrede og treds,0
18645,ottehundrede og toogtreds; femhundrede og treoghalvfjerds,0
18646,ethundrede og ti; sekshundrede og seksogtreds,1
18647,nihundrede og femogtredive; sekshundrede og treogfyrre,0
18648,ethundrede og to; nihundrede og syvogfirs,1
18649,syvhundrede og halvtreds; ethundrede og enogfyrre,0
18650,ethundrede og treoghalvfjerds; tohundrede og fireogtyve,1
18651,femhundrede og seksten; ottehundrede og treogtredive,1
18652,ethundrede og femoghalvfjerds; tredive,0
18653,syvhundrede og treds; tohundrede og tretten,0
18654,sekshundrede og halvfems; ottehundrede og toogtredive,1
18655,trehundrede og to; syvogtredive,0
18656,ethundrede og toogtredive; firehundrede og tooghalvtreds,1
18657,firehundrede og seksogtredive; treoghalvfjerds,0
18658,trehundrede og otteogtredive; ottehundrede og fireoghalvtreds,1
18659,femhundrede og tooghalvtreds; syvhundrede og toogtredive,1
18660,syvogtyve; sekshundrede og fyrre,1
18661,sekshundrede og et; syv,0
18662,firehundrede og femogtreds; trehundrede og tolv,0
18663,firehundrede og treoghalvfems; syvhundrede og toogtredive,1
18664,firehundrede og fireoghalvfems; ottehundrede og otteogtredive,1
18665,femhundrede og syvogfyrre; femhundrede og treogtredive,0
18666,ottehundrede og syvogtyve; ethundrede og fireoghalvfems,0
18667,femhundrede og femoghalvfems; tooghalvtreds,0
18668,tohundrede og toogtyve; trehundrede og enogfyrre,1
18669,seks; trehundrede og enogtyve,1
18670,trehundrede og nioghalvtreds; ethundrede og femogfyrre,0
18671,tohundrede og treoghalvfjerds; ottehundrede og fireogfyrre,1
18672,nihundrede og seksogtredive; ethundrede og nioghalvtreds,0
18673,nihundrede og nitten; ethundrede og fireoghalvfjerds,0
