,nums,labels
0,百六十九; 四百五十九,1
24665,百十; 百二十八,1
24666,十一; 二百十三,1
24667,五百四十八; 六百五十,1
24668,二百二十八; 八百七十一,1
24669,五百十六; 七百九十三,1
24670,四百三十; 七百三十八,1
24671,六百七十六; 八百九十一,1
24672,七百四十九; 五百,0
24673,九百三十一; 七百九十二,0
24674,七百四十二; 四百八十七,0
24675,三十二; 七百七十,1
24676,二百五十九; 七百十四,1
24677,二百六十八; 七十五,0
24678,八百五十二; 七百三十,0
24679,六百五十六; 五百四十二,0
24680,六十九; 三百九十八,1
24681,二百八十二; 四百五十二,1
24682,七百八十; 二百五十三,0
24683,四百十六; 三百九十一,0
24684,八百九十一; 九百五十二,1
24685,三百二十四; 八百七十四,1
24686,百八十一; 二百四十八,1
24687,七百二十八; 三百四十八,0
24688,七百七十; 八百六,1
24689,四百四十一; 八百七十五,1
24690,七百七十二; 二百八十七,0
24691,三百三十一; 百五十七,0
24692,八百六十四; 九百三十二,1
24693,二百七十九; 十七,0
24694,二百七十三; 六百五十八,1
24695,九百七十四; 百九十七,0
24696,五百二十九; 百四十六,0
24697,五百五十二; 百九十,0
24698,六百四十四; 八百八十,1
24699,四百三十六; 五百三十八,1
24700,八百八十一; 二十六,0
24701,八百五十五; 八百十二,0
24702,二百九; 四百三十六,1
24703,六百六十七; 五百四十,0
24704,百七十三; 八十三,0
24705,六百九十一; 九百三十三,1
24706,五百十一; 百二十六,0
24707,八百九十三; 五百十三,0
24708,五百八十四; 五百四十八,0
24709,十一; 百十七,1
24710,二百十八; 四百四十六,1
24711,四百二; 四百五十八,1
24712,四十三; 百九十三,1
24713,四百七十九; 二百四,0
24714,五百二十九; 九百六十三,1
24715,八百四十七; 九百六,1
24716,二百四十六; 二百七十七,1
24717,七百五; 九百八,1
24718,五百二十二; 二百二十二,0
24719,六百八十三; 六百六十三,0
24720,五百八十九; 八百三十二,1
24721,六百二十七; 四百六十七,0
24722,九百七; 二百七十八,0
24723,三百八十; 二百九十八,0
24724,二百八十九; 七百二十四,1
24725,九百十六; 三百,0
24726,八百九十七; 二百九十八,0
24727,七百六十四; 八百三,1
24728,五百八十; 七百七十二,1
24729,三百十四; 三百四十八,1
24730,五百八十八; 七百六十五,1
24731,七十六; 五百八十七,1
24732,六十一; 五百三十七,1
24733,二百二十六; 七百七十七,1
24734,八百三十; 三百三十二,0
24735,六百三十; 二百十六,0
24736,百八十三; 八百十五,1
24737,九百九十八; 八百四十六,0
24738,二百七; 六百五十九,1
24739,七百七十二; 四十一,0
24740,九百三十四; 二百六十七,0
24741,四百四十二; 四十二,0
24742,三百七十三; 九百七十五,1
24743,七百六十九; 二百九十七,0
24744,五十五; 九十六,1
24745,五十四; 二百四十八,1
24746,八百二十五; 二百三十四,0
24747,五百四; 三百四十一,0
24748,二百五十一; 百六十四,0
24749,三百六; 二百五十四,0
24750,三十八; 四百四十五,1
24751,五百四十六; 四百六十九,0
24752,百十四; 六百二十八,1
24753,四百一; 六百八十四,1
24754,八百八十三; 四百五十四,0
24755,百八十五; 八百七十五,1
24756,五十八; 七百二十八,1
24757,七百七十七; 七百二十七,0
24758,五百二十三; 八百十七,1
24759,五十五; 四十六,0
24760,二百四十六; 三百六十,1
24761,八百九十九; 百七十九,0
24762,百九; 九百四十三,1
24763,六百十九; 三百三十一,0
24764,四; 九百八十二,1
24765,八百七十八; 六百六十四,0
24766,二百九十八; 百二十九,0
24767,六百八十五; 六百四十八,0
24768,八百六十九; 七百八十四,0
24769,七百一; 八百四十八,1
24770,三百三十; 五百七十,1
24771,八百七十二; 百五十七,0
24772,七十八; 六百十一,1
24773,五百二十二; 三百二十八,0
24774,六百十六; 二百四十八,0
24775,七百七十; 七百四十四,0
24776,七百九十二; 百一,0
24777,九百二十; 二百八十一,0
24778,九百十四; 二百十八,0
24779,三十三; 七百八十九,1
24780,六十八; 五百八十二,1
24781,九百七十七; 三百八十,0
24782,六百七十一; 八百二十八,1
24783,九百七十七; 三百二十一,0
24784,二百十四; 五百七十六,1
24785,百三十五; 四百九十二,1
24786,八百四十三; 九百五十七,1
24787,八百三十二; 三百三十二,0
24788,九百二十九; 三百十四,0
24789,九百五; 九百十九,1
24790,六百八十七; 三百四十八,0
24791,四百九十九; 三百二十四,0
24792,八十九; 八百十七,1
24793,九百五十五; 六十九,0
24794,三百九十五; 九百二十五,1
24795,五十九; 八百二十二,1
24796,五百七十七; 四百十,0
24797,三百八十八; 八百十四,1
24798,六百五十三; 二十六,0
24799,三百十六; 八百十六,1
24800,七百七十三; 九百五十八,1
24801,五百五十九; 七百二十一,1
24802,六百五十八; 四百九十六,0
24803,四百五十四; 五百六十四,1
24804,五十二; 六百三十一,1
24805,九百八十六; 五百八,0
24806,五百四十八; 二百九十一,0
24807,五十七; 三百五十八,1
24808,百八十二; 二百三十二,1
24809,八百九十八; 五百四十七,0
24810,九百七十八; 三百九十四,0
24811,七百六十三; 二百五十六,0
24812,四百五十九; 六百十一,1
24813,九百四十; 百四十三,0
24814,八百八; 七百二十,0
24815,八百五十一; 二百六,0
24816,四百十八; 六百六,1
24817,三百九十四; 八百九十四,1
24818,七百二十三; 二百三十四,0
24819,二百七十八; 九百十三,1
24820,九百; 五百五十六,0
24821,七百四十七; 九百四十一,1
24822,四百七十; 七百二十三,1
24823,五百九十三; 九百六十,1
24824,七百七十六; 六百五十八,0
24825,五百五十九; 百五十五,0
24826,五百三; 六百二十九,1
24827,百七十八; 六百二十一,1
24828,四十三; 百八十,1
24829,三百七十七; 八十五,0
24830,三百八; 六百八十二,1
24831,三十; 七百九十一,1
24832,七百七十四; 三百十三,0
24833,八百三十六; 八十二,0
24834,四十二; 八百五十五,1
24835,六百十五; 六百二十七,1
24836,百十二; 四百十六,1
24837,五百二十四; 七百一,1
24838,五百三; 百二十九,0
24839,六百五; 九百三十八,1
24840,百九十五; 百十七,0
24841,三百五十五; 七百七十七,1
24842,九百七十九; 四百五十一,0
24843,三百六十六; 九十九,0
24844,百三十五; 九百六十四,1
24845,三百十八; 百四十七,0
24846,四百二十四; 七百十九,1
24847,三百八; 百五十一,0
24848,三百九十; 九百五十六,1
24849,四百六十四; 三百四十一,0
24850,四十五; 百七十九,1
24851,四百五; 六百五十四,1
24852,六百二十四; 八百五十九,1
24853,五百十二; 六百九,1
24854,八百八十三; 六百六十六,0
24855,百二; 五百四十六,1
24856,四百七十二; 六百八十二,1
24857,七百七十七; 九百七十,1
24858,九百十; 五百七十二,0
24859,四百八十一; 六百二十八,1
24860,七百二; 三百十五,0
24861,九百九十六; 四百九十一,0
24862,三百二十一; 百八十七,0
24863,九百二十二; 九百五十八,1
24864,四百四十二; 二百五十五,0
24865,三百五十七; 九百七十九,1
24866,十三; 九百九十四,1
24867,四百十七; 三百七十七,0
24868,百九十三; 十六,0
24869,六百十九; 八百九十三,1
24870,四百五十八; 十四,0
24871,九百十一; 八百六十三,0
24872,百六十六; 九十九,0
24873,九百五十四; 七百七十一,0
24874,五百二; 六百五十二,1
24875,二百十四; 三百七十八,1
24876,百九十一; 七百四十一,1
24877,九百二十三; 八百十一,0
24878,百四十三; 十九,0
24879,四百六十九; 八百二十二,1
24880,三百五十五; 九十七,0
24881,九百二十二; 八百一,0
24882,三百七; 六百五十一,1
24883,八十五; 百二十一,1
24884,六百七十五; 三百八十二,0
24885,百四十; 三百九十七,1
24886,百六十四; 七百十一,1
24887,二百八十四; 二百九十五,1
24888,三百八十三; 五百七十二,1
24889,五百九十九; 九百二十九,1
24890,百二十一; 二百三十七,1
24891,五百九十二; 五百十六,0
24892,百五十五; 五百,1
24893,三百五十二; 五百九十三,1
24894,八百九十四; 三百一,0
24895,四百九; 二百三十,0
24896,七百四十六; 八百八,1
24897,五百四; 三十一,0
24898,三百四十九; 十三,0
24899,六百二十四; 百八十一,0
24900,九百五十六; 二十一,0
24901,六百十四; 三百九十四,0
24902,九百十五; 四百二,0
24903,五百七十; 百八十六,0
24904,五百二十九; 百五十七,0
24905,百六十一; 六百十九,1
24906,六百九十; 八百九十二,1
24907,七百七十八; 二百五十一,0
24908,百二十一; 八百九十五,1
24909,百七十九; 九百九十五,1
24910,三十七; 三百六,1
24911,九百八十八; 八百五十四,0
24912,五百二十三; 二百四,0
24913,七百四十三; 百六十七,0
24914,九十三; 八百十二,1
24915,六十八; 六百九十一,1
24916,四十九; 六百六十,1
24917,二百八十五; 九百六十七,1
24918,二百十一; 二百五十七,1
24919,七百七十一; 四百二十五,0
24920,百十六; 五百二十六,1
24921,八百三; 九百四十七,1
24922,六百五十四; 五百二十四,0
24923,五百十七; 九百五十五,1
24924,百五十二; 六百五十四,1
24925,四百七十二; 四百二十六,0
24926,二百一; 三百六十七,1
24927,二百; 七百七十六,1
24928,百四十七; 八百七十七,1
24929,百七十七; 二百六十四,1
24930,八百七十七; 六十五,0
24931,六百六十; 二百四十三,0
24932,三百七; 九百九十二,1
24933,二百五十一; 九百二,1
24934,四百十五; 九百十七,1
24935,九百十四; 四百十九,0
24936,二百六十八; 三百三十八,1
24937,百二十五; 七百七十五,1
24938,四百七十六; 二百三十八,0
24939,五百九十四; 七百五十,1
24940,九百二十二; 二百七,0
24941,六百七十八; 五百五十七,0
24942,五百七十; 三百十九,0
24943,四百四十四; 三百二十七,0
24944,九百五十八; 二百四,0
24945,三百九十二; 二百十三,0
24946,五百五十二; 五百四十六,0
24947,二百三十六; 百六十四,0
24948,八百四十三; 五百八十六,0
24949,八百四十一; 二百六十二,0
24950,二百六十三; 五百九十一,1
24951,五百八十五; 三百九十一,0
24952,八百九十四; 八百九十六,1
24953,二百八十八; 二百十八,0
24954,六百九十五; 三百七十五,0
24955,五百四十九; 八百七十二,1
24956,六百六十一; 七十五,0
24957,七百二十六; 三百十五,0
24958,七百九十; 六百六十四,0
24959,七百九; 百八十六,0
24960,二百六十五; 三百八十九,1
24961,七百八十五; 二百九十一,0
24962,百六十二; 三十三,0
24963,五百五十六; 六百二十六,1
24964,五十六; 七百八十九,1
24965,九十七; 八百三十,1
24966,百二十八; 八百七十三,1
24967,三百六十; 六百五十,1
24968,七百三十三; 四十七,0
24969,七十; 七百二十,1
24970,五百七十四; 十八,0
24971,八百七十四; 百十二,0
24972,四百三十; 八十五,0
24973,六百六; 六百四十七,1
24974,百十一; 八百十三,1
24975,七百十九; 四百十二,0
24976,六百一; 八,0
24977,五百九十八; 百五十六,0
24978,四百四; 九百六十六,1
24979,七百九; 四百六十八,0
24980,二百五十; 二百八,0
24981,三百; 七百八十五,1
24982,五百五; 八百四十四,1
24983,百二; 五百九十一,1
24984,五十八; 三百七十五,1
24985,六百四十三; 三百八十五,0
24986,六百六十四; 八百二十八,1
24987,五十九; 百六,1
24988,九百十一; 八百九十一,0
24989,七百六十七; 八百七十,1
24990,九百十七; 二百十,0
24991,七百九十七; 四百四十八,0
24992,百五十四; 百八十八,1
24993,六百五十二; 八百十七,1
24994,百五十八; 五百九十七,1
24995,七百八十三; 十五,0
24996,十二; 八十七,1
24997,七百十四; 九百六十五,1
24998,三百八十一; 九百二十六,1
24999,百三十五; 七百七十九,1
25000,四百五十五; 六百十六,1
25001,六百六十二; 五百二十一,0
25002,六十四; 百二十二,1
25003,十六; 九百七十二,1
25004,三百八十五; 五百五十四,1
25005,二百八十六; 九十三,0
25006,三百二十八; 四十一,0
25007,二百十六; 二百七十八,1
25008,三百五十二; 四百八十八,1
25009,五百十七; 六百四十八,1
25010,二百四十二; 七,0
25011,四十七; 六百六十六,1
25012,六百六十七; 九百九十五,1
25013,二百十二; 八百一,1
25014,六百三十七; 九百九十七,1
25015,二百七十四; 七十七,0
25016,八百; 六百四十二,0
25017,九百七十七; 三百十三,0
25018,六百六十九; 三百五十九,0
25019,五百八十八; 百二十二,0
25020,二百八十六; 四十四,0
25021,六百二十五; 三百九十七,0
25022,三百三十七; 百九十八,0
25023,八百十八; 八百二,0
25024,九百六十一; 五百六十四,0
25025,九百九十三; 四百六十八,0
25026,八百二十四; 六百十二,0
25027,七百六十一; 九百三十四,1
25028,二十一; 六百四十二,1
25029,百七十二; 六百四十三,1
25030,百十七; 三百二,1
25031,八百九十八; 四百一,0
25032,五百六十八; 八百八十三,1
25033,六百三十四; 四百二十五,0
25034,三百七; 九百三十八,1
25035,八百六十三; 八百八,0
25036,三十四; 七百三十三,1
25037,四百五十三; 百八十六,0
25038,四百七十四; 九百二十九,1
25039,四百二十三; 六百四十六,1
25040,二百六十四; 八百四十二,1
25041,八百二十三; 四百三十五,0
25042,七百九十三; 四百二十一,0
25043,七百六十七; 九十四,0
25044,六百十七; 百四十四,0
25045,三百六十九; 九百七,1
25046,三百; 百九十六,0
25047,五百十六; 九十二,0
25048,百二十八; 百六十四,1
25049,二百七十八; 百七十三,0
25050,六百八十七; 九百四十五,1
25051,二百五十六; 八百二十三,1
25052,五百九; 八百八十,1
25053,三百五十五; 八百九十九,1
25054,五百七十八; 六百二十七,1
25055,七百九十二; 二百二十三,0
25056,百八十一; 六百十五,1
25057,九百九; 二百八十一,0
25058,四百五十六; 三百三十五,0
25059,九百七十六; 九百九十二,1
25060,四百十五; 五百七十三,1
25061,五; 六百十一,1
25062,八百四十三; 五百五十八,0
25063,九百五十三; 九百六十三,1
25064,八百一; 三十五,0
25065,三百五; 百六十三,0
25066,六百四十三; 六十六,0
25067,五百六十九; 二百七,0
25068,六十六; 五百八十八,1
25069,四百四十四; 四百五十一,1
25070,七百十二; 二百七十,0
25071,八百九十; 六百三十四,0
25072,五百四十; 八百三十八,1
25073,七百三十七; 四百八十三,0
25074,百一; 二百八十,1
25075,八百三十一; 五百八十三,0
25076,七百十七; 七百三十九,1
25077,五百七十一; 二十九,0
25078,二十二; 四百二十六,1
25079,三百二十三; 三十一,0
25080,七百二十一; 三百八十一,0
25081,九百二十二; 七百十八,0
25082,三百七十六; 七十六,0
25083,五百六十四; 四百五十一,0
25084,七百五十八; 三百四十四,0
25085,八百五十四; 四百三十,0
25086,三百二十五; 四百六十七,1
25087,六百九十六; 九百五十八,1
25088,五十九; 五百三十七,1
25089,八; 五百四十三,1
25090,三百四十三; 五百九十九,1
25091,二百七十五; 五百七十,1
25092,九百四十六; 七百十八,0
25093,六百五; 二百八十七,0
25094,七十五; 八百八十二,1
25095,二百六十一; 二百七,0
25096,七十九; 九百,1
25097,九百八; 百九十,0
25098,六百十; 二百九十九,0
25099,五百八十五; 七百四十四,1
25100,四百十四; 二百九,0
25101,七; 四百七十三,1
25102,二十三; 百三十二,1
25103,八百五十一; 九百二十,1
25104,六百五十二; 二百五,0
25105,九百四十四; 三百九十,0
25106,七百九十三; 六百六十四,0
25107,七十七; 百四十九,1
25108,六百二十二; 二百三十五,0
25109,六百九十三; 八十四,0
25110,五百三十二; 四,0
25111,九百七十三; 百三十三,0
25112,五十五; 六百七十,1
25113,五百六十二; 九百四,1
25114,百五十二; 七百二十九,1
25115,八百五十; 三百四十八,0
25116,八百十六; 五百七十一,0
25117,九百七十五; 三百九十四,0
25118,五百五; 四百五十一,0
25119,九百十四; 四百八十四,0
25120,百四十五; 四百三十三,1
25121,五百四十五; 百十九,0
25122,四百六十六; 四十一,0
25123,三百九十; 五百十七,1
25124,百五十七; 六百五十一,1
25125,五百十八; 七百五十二,1
25126,八百十五; 四百九十三,0
25127,七百六十六; 二百二十一,0
25128,八百五十; 二十三,0
25129,四百五十八; 四百四十九,0
25130,六百七; 三百九十,0
25131,二百八十八; 二十三,0
25132,八百二十; 百五十四,0
25133,二百九十九; 四百六十八,1
25134,二百八十八; 九百九十五,1
25135,三百八十七; 三百十八,0
25136,百五十三; 四百四十二,1
25137,七百六十五; 九百五十六,1
25138,八百九; 三百五十七,0
25139,七百二十一; 二百二十三,0
25140,九十六; 八百八,1
25141,六百四十九; 百七十,0
25142,六百九十四; 四百六十二,0
25143,百四十二; 六百五十,1
25144,六百七十八; 二十四,0
25145,三百十九; 九百四十,1
25146,百二十三; 五百三十一,1
25147,九百十八; 七,0
25148,二十八; 六百十,1
25149,三百一; 八百四十五,1
25150,五百三十五; 二百十二,0
25151,二百九十九; 三百七十五,1
25152,六百七十九; 八百二十五,1
25153,百九十五; 二百三十,1
25154,七百十四; 五百三十七,0
25155,六百二十四; 三百二,0
25156,百三十二; 二百四十九,1
25157,四百四十五; 五百九十九,1
25158,六百十八; 八百二十一,1
25159,四百四十; 九百五十三,1
25160,三十八; 八百七十,1
25161,八百二十九; 三百九十七,0
25162,五百四十二; 三百四十一,0
25163,七百; 六百五十四,0
25164,五百十四; 四百三十二,0
25165,九百四十八; 八百九十六,0
25166,三百四十六; 五百三十,1
25167,八百二十三; 三百二十五,0
25168,七百四十二; 五十五,0
25169,六百三十六; 三百八十八,0
25170,二十九; 五百九十一,1
25171,六百五十三; 四百九十八,0
25172,六百四十二; 八十二,0
25173,百二十; 二百九十八,1
25174,五百九十一; 四百三十六,0
25175,七百六十六; 三十七,0
25176,八百三十九; 八百六十二,1
25177,九百九十二; 百十五,0
25178,三百四十六; 七百三十七,1
25179,百二十七; 五百二十一,1
25180,百六十五; 三百四十九,1
25181,二百四十三; 五百八十三,1
25182,八百十二; 百五十九,0
25183,七百九十九; 四百七十五,0
25184,六百一; 三百十一,0
25185,五百十二; 九百二十七,1
25186,四百四十七; 七百七十,1
25187,四百五十八; 四百八十二,1
25188,五百九十五; 三百七十八,0
25189,五百八十九; 八百四十九,1
25190,七百八十三; 九十一,0
25191,百八十二; 四百九十四,1
25192,三百四十五; 四百四十八,1
25193,百十; 三百十二,1
25194,三百八十八; 四百三十七,1
25195,八百四十六; 百六十一,0
25196,二百四十五; 七百四十二,1
25197,六百十六; 二百五十九,0
25198,百六; 四百九十五,1
25199,六百三十八; 四百八十二,0
25200,八百十三; 五百二,0
25201,三百九十四; 三百六,0
25202,八十九; 五十五,0
25203,八十八; 二百八十四,1
25204,七百九十二; 三十二,0
25205,三百六十六; 六百四十,1
25206,六百八; 九百八十八,1
25207,三百三十一; 七百六十三,1
25208,七百十六; 八百三十三,1
25209,二百二十五; 百七十三,0
25210,三百十八; 四百六十九,1
25211,四十五; 九百九十八,1
25212,八百七十二; 五百二十六,0
25213,六百七十五; 九百七十三,1
25214,九百五; 五百四十二,0
25215,八十七; 五百九十,1
25216,八百九十六; 二百一,0
25217,四十七; 三十五,0
25218,三百四十七; 六百七十八,1
25219,九十四; 二百三十七,1
25220,二百三十; 八百五十,1
25221,九百五十七; 六十三,0
25222,六; 六百十,1
25223,二百二十; 五百四十,1
25224,八百四十六; 六百二十九,0
25225,百三十九; 九百七十一,1
25226,九百四十二; 六百六十九,0
25227,二十七; 百十八,1
25228,六百三十五; 三百十一,0
25229,二百十九; 八百七十一,1
25230,四百八; 八百十六,1
25231,九百六十七; 五百三十五,0
25232,百六十六; 七百四十四,1
25233,二百七十九; 三百六十一,1
25234,九百九十九; 四百四十五,0
25235,四百三十九; 五百八十三,1
25236,百九十九; 六百四十,1
25237,八百二十八; 二百四,0
25238,三百六; 七百七十六,1
25239,二百六十; 二百十六,0
25240,八百三十二; 百二十七,0
25241,七百五十; 百十八,0
25242,二百二十七; 八百九十三,1
25243,八百六十一; 四百三十一,0
25244,六百八十四; 四百十四,0
25245,九百三十二; 五十一,0
25246,二百六十七; 三十二,0
25247,二百六十一; 二百六十三,1
25248,百三十五; 四百八十二,1
25249,百三十七; 三百六,1
25250,百三十四; 七百六十二,1
25251,二十九; 九百五十三,1
25252,百八十二; 七百六十六,1
25253,八百四十八; 八百五十,1
25254,五百二十七; 二百七十六,0
25255,四百六十四; 三百三十八,0
25256,五百六十一; 七百五十三,1
25257,五百六十六; 九百三十九,1
25258,七百七十七; 六百三十一,0
25259,二百三十五; 八百五,1
25260,二百三十三; 九十七,0
25261,十六; 三百二十六,1
25262,二百三十三; 二百七,0
25263,九百四十四; 三百五十,0
25264,四百九十一; 八百三十四,1
25265,九十二; 二百九,1
25266,七百六十五; 五百五十六,0
25267,六百三十一; 五百四十六,0
25268,二百三十六; 六百六十四,1
25269,四百八十二; 三百五十一,0
25270,九百十; 六百二十九,0
25271,八百四十三; 七百八,0
25272,百九十九; 百八十七,0
25273,九百七十四; 九十九,0
25274,七百六十三; 六百二十九,0
25275,九百二十二; 五十五,0
25276,四百五十六; 四十五,0
25277,百七; 四百五十二,1
25278,七百四十三; 四十七,0
25279,四百九十六; 百十二,0
25280,三百六十二; 六百四十三,1
25281,百六十四; 百九十三,1
25282,百七十七; 百四,0
25283,七百九十七; 四百七十三,0
25284,二百九十四; 二百七十五,0
25285,二百一; 五百二十七,1
25286,三百四十; 四百七十四,1
25287,八百一; 六十五,0
25288,九百九十二; 四百二十六,0
25289,八百三十七; 四百九十一,0
25290,六百六十三; 三百十,0
25291,三百四十一; 四百七十八,1
25292,十八; 七百七十九,1
25293,八百五十一; 五百一,0
25294,六百二十八; 三百三十,0
25295,七百五十二; 八百四十二,1
25296,四百四十四; 二百八十三,0
25297,百八十五; 三百九十一,1
25298,六百六十四; 九百十五,1
25299,五百八十; 九十一,0
25300,三百六十; 六百三,1
25301,九百十一; 百四十,0
25302,八百四十一; 七百二十五,0
25303,四百八十; 七十八,0
25304,七百二十五; 二百二十二,0
25305,四百二十; 六百四十二,1
25306,六百四十七; 四百八十七,0
25307,四百九十九; 九百,1
25308,五百六十; 七百十,1
25309,六十九; 五百三十九,1
25310,二十八; 七百一,1
25311,九百九十二; 五百十五,0
25312,五百六十七; 七百六十二,1
25313,九百五十八; 五百十三,0
25314,五百十三; 八十八,0
25315,八百四十六; 百七十四,0
25316,九百七; 九百六,0
25317,二百十三; 四百九十七,1
25318,二百八十; 百七十八,0
25319,九百六十五; 五十九,0
25320,七百九十三; 百四十七,0
25321,七百十七; 八百十四,1
25322,六十五; 三百六十二,1
25323,百九十二; 三百七十一,1
25324,三百十一; 三百八十三,1
25325,五百五; 九百九十五,1
25326,八百二十三; 八十九,0
25327,七百八十六; 二百三十一,0
25328,七百七十; 九百十九,1
25329,九百六十八; 七百三十一,0
25330,四百四十三; 百三十九,0
25331,八百三十二; 七百三十二,0
25332,七百七十七; 八百七十三,1
25333,八百六十; 六百九十五,0
25334,二十; 五十八,1
25335,七百二十六; 二百三十三,0
25336,八百五十五; 二百九十三,0
25337,二百八十九; 五百六十六,1
25338,七百三; 七百六十三,1
25339,五百十八; 八百七十二,1
25340,八百十四; 四十六,0
25341,五百四十四; 百八十二,0
25342,二百二十一; 六百七十,1
25343,三百九十四; 八百五,1
25344,三百十; 八百三十四,1
25345,二百八十二; 六百八十八,1
25346,八百八十; 三百三,0
25347,二百四; 八百二十,1
25348,九百三十八; 九百四十三,1
25349,二百四十九; 四百五十七,1
25350,四百五十; 八百九十七,1
25351,七百二; 百九十三,0
25352,九十; 百十六,1
25353,百七十四; 五百五十六,1
25354,五百五; 九百七,1
25355,九百十一; 三十六,0
25356,九十八; 四百八十八,1
25357,七百六十四; 八百八十九,1
25358,四十四; 七百二十三,1
25359,四百七; 八百八十,1
25360,百七十七; 百六十八,0
25361,五百; 九百九十七,1
25362,五百八十九; 七百四十六,1
25363,五百五十二; 百六十一,0
25364,九十七; 六百二,1
25365,七百四十五; 三百十九,0
25366,五百五十九; 四百八十一,0
25367,三十六; 五百八十六,1
25368,七百六十六; 六百六十五,0
25369,二十六; 七百三十一,1
25370,二百九十; 五百七十六,1
25371,五百十三; 百十三,0
25372,三百二十二; 九百九十九,1
25373,四百四十七; 七百六,1
25374,二百九十七; 五百九十三,1
25375,五百二十八; 五百三十五,1
25376,九十九; 三百,1
25377,六百; 四百九十三,0
25378,八百三十八; 八百七十八,1
25379,四十一; 四百三十,1
25380,九百二十七; 五百八十一,0
25381,百七; 三百八十三,1
25382,三十六; 四百四十二,1
25383,四百五十; 七百八十七,1
25384,五百九十九; 五百三十三,0
25385,六百五十六; 七百八十二,1
25386,四百八十八; 五百七十九,1
25387,七百四十八; 二百五十六,0
25388,二十二; 五百八,1
25389,四百五十二; 四百四十二,0
25390,六百二十六; 四百三十四,0
25391,九百四十六; 五十七,0
25392,四百七十五; 五百五十二,1
25393,四百六十七; 六百七十一,1
25394,六百; 八百二十八,1
25395,百三十五; 二百七十四,1
25396,七百九十八; 百九十九,0
25397,八百十二; 八百二十五,1
25398,九百三十六; 二百八十二,0
25399,百四十四; 九百三十四,1
25400,八百二十一; 五百八十四,0
25401,四百七十三; 二百七十一,0
25402,七百三十八; 七百八,0
25403,百二; 七百二十一,1
25404,九百二; 二百四十八,0
25405,九百三十二; 五百四十六,0
25406,九百八十八; 七百四十三,0
25407,六百八; 八百八十五,1
25408,六百五十三; 九十一,0
25409,九百三; 九百八十四,1
25410,八百九十二; 二百九十三,0
25411,百八十; 八百九十七,1
25412,六百九十三; 三百八十六,0
25413,五十九; 五百十二,1
25414,七百二十; 七百九十六,1
25415,百三; 二百九十一,1
25416,四百七十; 三百三十八,0
25417,十五; 四百六十四,1
25418,六百十八; 八百四十,1
25419,八百二十二; 百八十三,0
25420,百七十; 百七十一,1
25421,六百九十三; 七百十七,1
25422,五百八十七; 九百三十二,1
25423,百八十; 五百七十,1
25424,九百七十二; 四百四十六,0
25425,四百三十四; 二百九,0
25426,六百五十九; 九百三十一,1
25427,八百九十; 六十八,0
25428,四百九十四; 七百十五,1
25429,六百九十二; 六百八十九,0
25430,四百十六; 百三十四,0
25431,六百七十五; 八百十,1
25432,二百八十七; 九百八十,1
25433,五百五十四; 二百八十八,0
25434,二百八十五; 九百五十四,1
25435,九百二十一; 四百四十四,0
25436,七百五十六; 二百七,0
25437,四百十五; 六百六十九,1
25438,七百二十五; 八百九十二,1
25439,五百七十五; 八百四,1
25440,八百; 二百三十九,0
25441,四百三十四; 六百二十,1
25442,六百二十七; 三十一,0
25443,七百六; 六百三十七,0
25444,七百七十; 六百七十四,0
25445,二百九十六; 四百四十四,1
25446,百三十八; 七百十一,1
25447,百十八; 七百九十七,1
25448,七百二十三; 四百八十六,0
25449,九百十九; 百六十七,0
25450,四百九十五; 九百八十,1
25451,九十一; 三十,0
25452,八百十二; 三百三十,0
25453,三百七十七; 六百四十一,1
25454,四百四十三; 百五十二,0
25455,五百八十四; 九百四,1
25456,九百十二; 七百四十五,0
25457,三百七十; 八百六十二,1
25458,九百一; 五百八十六,0
25459,九百十三; 四百七十五,0
25460,二百八十八; 二百七十七,0
25461,九百四十一; 三百五十七,0
25462,六百四十九; 百三十四,0
25463,六百九; 三百二十,0
25464,七百四十二; 二百六十,0
25465,二百十八; 十九,0
25466,八百十四; 九百八十八,1
25467,四百七十七; 六百八十三,1
25468,百五十二; 九百三,1
25469,四百八十一; 百十三,0
25470,五百七十四; 六百八十七,1
25471,七百二; 九百九十九,1
25472,六百九十二; 四百三十六,0
25473,八百六十八; 七百六十五,0
25474,七百五十三; 五百五十九,0
25475,二百六十二; 五百七十七,1
25476,八百四十五; 七百七,0
25477,三百四十三; 四十二,0
25478,百九十一; 六百八十,1
25479,二十八; 九百,1
25480,二百五十七; 六百八十四,1
25481,七百九十; 三百五十五,0
25482,四百八十四; 二十九,0
25483,八十六; 二百九十七,1
25484,二十; 九百五十七,1
25485,七百九; 二百三十,0
25486,百三十; 二百九十三,1
25487,五百二十二; 九百十二,1
25488,四百二十五; 百四十一,0
25489,九百二十九; 五百十五,0
25490,七百四十六; 八百十八,1
25491,三百八; 三百七十,1
25492,八十五; 百九十七,1
25493,五百七十九; 五百三十一,0
25494,三百七十八; 七百三十二,1
25495,三百二十七; 七百六十五,1
25496,五百九十五; 四百四,0
25497,七百八十二; 七百七十二,0
25498,四百四十四; 百四十六,0
25499,八百六; 三百四十八,0
25500,二百九十五; 二百九十八,1
25501,七百七十三; 二百三,0
25502,八百七十九; 百二十七,0
25503,百三十二; 二百三十八,1
25504,八百九十九; 三百八十九,0
25505,五十七; 五百三十五,1
