,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
23882,tohundrede og seksogfyrre; otteoghalvtreds,0
23883,tohundrede og to; nihundrede og otteoghalvtreds,1
23884,trehundrede og tre; ettusind,1
23885,syvhundrede og syvogfyrre; ethundrede og ni,0
23886,ethundrede og femogtreds; syvhundrede og tre,1
23887,seksogfirs; femhundrede og tyve,1
23888,tohundrede og femogtredive; tohundrede og seksoghalvfems,1
23889,ethundrede og nioghalvtreds; nihundrede og otteoghalvfems,1
23890,nihundrede og niogfyrre; treogtreds,0
23891,tohundrede og femoghalvfjerds; tohundrede og tooghalvfjerds,0
23892,trehundrede og femoghalvtreds; tohundrede og fjorten,0
23893,ethundrede og ti; firehundrede og toogfyrre,1
23894,trehundrede og otteogfyrre; femhundrede og otteogtyve,1
23895,nihundrede og seksogfyrre; trehundrede og seksogtyve,0
23896,femhundrede og nioghalvtreds; ethundrede og sytten,0
23897,firehundrede og treogtyve; tohundrede og syv,0
23898,tohundrede og toogfirs; tohundrede og tyve,0
23899,nihundrede og et; tohundrede og otteoghalvtreds,0
23900,trehundrede og halvtreds; ethundrede og femten,0
23901,sekshundrede og enoghalvfems; firehundrede og syvoghalvfjerds,0
23902,sekshundrede og toogtreds; trehundrede og femogtyve,0
23903,tohundrede og fjorten; firehundrede og syvoghalvfjerds,1
23904,nihundrede og fjorten; firehundrede og enoghalvtreds,0
23905,nihundrede og otteogtreds; trehundrede,0
23906,firehundrede og fireoghalvfems; trehundrede og femogfyrre,0
23907,syvhundrede og seksten; trehundrede og fireogtreds,0
23908,seksogtreds; nihundrede og toogfyrre,1
23909,tohundrede og toogtyve; firehundrede og toogtreds,1
23910,femhundrede og fireoghalvfjerds; femten,0
23911,tohundrede og fjorten; syvhundrede og syvogtreds,1
23912,syvhundrede og syvoghalvfjerds; femhundrede og toogtredive,0
23913,ethundrede og to; otteoghalvfems,0
23914,sekshundrede og syvogtyve; syvhundrede og enogtredive,1
23915,femhundrede og tredive; trehundrede og toogtreds,0
23916,nihundrede og nioghalvfems; femhundrede og otte,0
23917,ottehundrede og treoghalvtreds; firehundrede og seksogfirs,0
23918,tohundrede og treogtreds; ethundrede og otteoghalvfjerds,0
23919,ethundrede og seksogtyve; ottehundrede og otteoghalvtreds,1
23920,treoghalvtreds; firehundrede og enogfirs,1
23921,syvhundrede og halvfjerds; syvhundrede og femogfyrre,0
23922,firehundrede og fireoghalvfjerds; trehundrede og ni,0
23923,sekshundrede og femoghalvtreds; ethundrede og treogtredive,0
23924,trehundrede og ti; otte,0
23925,ethundrede og seksoghalvfems; nihundrede og seksten,1
23926,ethundrede og syvogtredive; firehundrede og seksten,1
23927,syvhundrede og treds; firehundrede og toogfyrre,0
23928,syvhundrede og fire; ottehundrede og otteoghalvfjerds,1
23929,nihundrede og seksogtyve; firehundrede og tredive,0
23930,syvhundrede og to; firehundrede og enogfirs,0
23931,firehundrede og enoghalvfjerds; ethundrede og femogtreds,0
23932,seksoghalvtreds; nihundrede og seksogfyrre,1
23933,ethundrede og syvogfyrre; sekshundrede og niogtredive,1
23934,firehundrede og femogtreds; firehundrede og enogfyrre,0
23935,treogtreds; syvogtreds,1
23936,femhundrede og syvoghalvfems; syvhundrede og nioghalvtreds,1
23937,sekshundrede og seksten; nihundrede og treoghalvfjerds,1
23938,trehundrede og femoghalvfjerds; femhundrede og treoghalvfems,1
23939,ottehundrede og fireogfyrre; syvhundrede og atten,0
23940,tredive; firehundrede og nioghalvtreds,1
23941,tohundrede og halvtreds; femhundrede og seksogfirs,1
23942,firehundrede og niogfyrre; trehundrede og syvogtyve,0
23943,syvoghalvtreds; firehundrede og femoghalvfems,1
23944,atten; sekshundrede og otteoghalvfems,1
23945,ethundrede og otteogtredive; tohundrede og seksten,1
23946,ethundrede og fireoghalvfjerds; sekshundrede og ti,1
23947,ethundrede og tolv; firehundrede og firs,1
23948,nihundrede og femten; sekshundrede,0
23949,firehundrede og enogfyrre; syvoghalvfjerds,0
23950,ethundrede og treogfyrre; syvhundrede og to,1
23951,firehundrede og nioghalvfjerds; femhundrede og seksoghalvfjerds,1
23952,seksogtreds; firehundrede og otteoghalvfjerds,1
23953,ottehundrede og enogfirs; ottehundrede og nioghalvfems,1
23954,femhundrede og seksoghalvtreds; firehundrede og niogtyve,0
23955,ottehundrede og seksogfirs; tohundrede og treoghalvfjerds,0
23956,syvhundrede og tooghalvtreds; tohundrede og seks,0
23957,nihundrede og fem; syvhundrede og tretten,0
23958,syvhundrede og femoghalvtreds; trehundrede og fireogfyrre,0
23959,tohundrede og treogtreds; sekshundrede og niogtreds,1
23960,ottehundrede og to; ethundrede og seksoghalvfems,0
23961,trehundrede og halvtreds; sekshundrede og ni,1
23962,firehundrede og fire; toogfyrre,0
23963,ottehundrede og treogtredive; syvhundrede og otteoghalvfjerds,0
23964,femhundrede og niogfyrre; fireoghalvfems,0
23965,tohundrede og treogtreds; tretten,0
23966,ottehundrede og otteogfyrre; trehundrede og halvfems,0
23967,syvhundrede og nioghalvfems; nihundrede og femten,1
23968,syvhundrede og syvoghalvfjerds; syvhundrede og to,0
23969,sekshundrede og fire; syv,0
23970,syvhundrede og fem; tredive,0
23971,trehundrede og treogfirs; trehundrede og femogfirs,1
23972,syvogtyve; trehundrede og nioghalvfems,1
23973,syvhundrede og treds; syvhundrede og tyve,0
23974,treogtreds; tohundrede og seksogtredive,1
23975,ottehundrede og otteogtredive; syvhundrede og otteogfirs,0
23976,femoghalvfems; ethundrede og seksoghalvtreds,1
23977,nihundrede og syvoghalvfjerds; sekshundrede og seksogtyve,0
23978,syvhundrede og atten; ottehundrede og seksoghalvfems,1
23979,firehundrede og otteogtredive; tohundrede og tyve,0
23980,ethundrede og seksogtyve; syvhundrede og ni,1
23981,syvhundrede og firs; sekshundrede og toogtredive,0
23982,tohundrede og fireogfyrre; femhundrede og nioghalvtreds,1
23983,ethundrede og treogfyrre; nihundrede og nioghalvtreds,1
23984,tohundrede og fireoghalvfjerds; ottehundrede og femoghalvtreds,1
23985,ethundrede og treogtredive; firehundrede og elleve,1
23986,tooghalvfems; femhundrede og fem,1
23987,ethundrede og halvfems; firehundrede og enogtredive,1
23988,ottehundrede og syv; ottehundrede og treogtredive,1
23989,otteogtyve; sekshundrede og syvogfirs,1
23990,syvogtredive; femhundrede og syvogtreds,1
23991,ethundrede og fire; sekshundrede og fyrre,1
23992,trehundrede og syvoghalvfems; toogtreds,0
23993,ottehundrede og femogfirs; syvhundrede og seks,0
23994,syvhundrede og enogtyve; ottehundrede og treogtreds,1
23995,sekshundrede og elleve; nihundrede og halvfjerds,1
23996,sekshundrede og niogtredive; nihundrede og tretten,1
23997,syvhundrede og niogfyrre; firehundrede og firs,0
23998,sekshundrede og nitten; ottehundrede og nioghalvtreds,1
23999,femhundrede og toogtredive; nihundrede og firs,1
24000,trehundrede og firs; ottehundrede og otteogtyve,1
24001,ethundrede og enogfyrre; ottehundrede og tre,1
24002,ottehundrede og treoghalvfems; femhundrede og femoghalvfems,0
24003,tohundrede og seksogtredive; femhundrede og fireogtredive,1
24004,sekshundrede og femoghalvtreds; seks,0
24005,syvhundrede og tyve; firehundrede og fireogfirs,0
24006,sekshundrede og enoghalvtreds; syvhundrede og femoghalvfems,1
24007,ottehundrede og syvoghalvfjerds; tohundrede og halvfems,0
24008,ottehundrede og otte; fireoghalvfems,0
24009,femhundrede og syvogtyve; trehundrede og seksogfirs,0
24010,seksoghalvtreds; sekshundrede og enoghalvtreds,1
24011,femhundrede og treogfyrre; femhundrede,0
24012,trehundrede og syvogtreds; trehundrede og tooghalvtreds,0
24013,trehundrede og treoghalvfems; fem,0
24014,firehundrede og enogtredive; firehundrede og elleve,0
24015,syvhundrede og toogtredive; tohundrede og tredive,0
24016,ottehundrede og enogfyrre; firehundrede og tre,0
24017,firehundrede og enogtredive; tohundrede og syvogtredive,0
24018,tohundrede og otte; otteogfirs,0
24019,femhundrede og otte; trehundrede og seksoghalvfems,0
24020,nihundrede og niogfyrre; tooghalvfems,0
24021,enoghalvfjerds; nihundrede og tretten,1
24022,firehundrede og elleve; ethundrede og syvogtreds,0
24023,ottehundrede og seksoghalvfjerds; sekshundrede og toogtreds,0
24024,ethundrede og otteogtredive; trehundrede og femoghalvfjerds,1
24025,ottehundrede og seksogtreds; tohundrede og niogtreds,0
24026,ethundrede og enogtreds; nihundrede og fireoghalvtreds,1
24027,femhundrede og halvtreds; femhundrede og fireogtredive,0
24028,ethundrede og treoghalvfjerds; femhundrede og enoghalvfems,1
24029,femhundrede og toogtredive; tohundrede og treogtyve,0
24030,ethundrede og fjorten; sekshundrede og seksoghalvtreds,1
24031,tohundrede og treogtredive; ottehundrede og tyve,1
24032,sekshundrede og treogtyve; trehundrede og treogfirs,0
24033,tooghalvfjerds; firehundrede og tooghalvfjerds,1
24034,femoghalvtreds; nihundrede og fireoghalvfems,1
24035,femhundrede og et; trehundrede og treoghalvtreds,0
24036,trehundrede og to; femhundrede og syvogtyve,1
24037,firehundrede og fyrre; nihundrede og enogfyrre,1
24038,firehundrede og tolv; femhundrede og toogtyve,1
24039,ethundrede og elleve; ethundrede og syvogtyve,1
24040,tooghalvfems; trehundrede og otteogtreds,1
24041,trehundrede og syvoghalvfems; femoghalvtreds,0
24042,syvhundrede og femten; femhundrede og fireogtyve,0
24043,trehundrede og syvoghalvtreds; toogtyve,0
24044,trehundrede og syvoghalvfjerds; ethundrede og toogfyrre,0
24045,sekshundrede og otteogfyrre; tyve,0
24046,syvhundrede og enoghalvtreds; ti,0
24047,sekshundrede og toogfyrre; fireogfyrre,0
24048,sekshundrede og seksoghalvtreds; firehundrede og fireoghalvfems,0
24049,firehundrede og syvogfirs; tohundrede og syvogtyve,0
24050,sekshundrede og treogtyve; tohundrede og femoghalvfjerds,0
24051,ottehundrede og fireogfirs; nihundrede og fyrre,1
24052,tohundrede og syvogtreds; trehundrede og femogtredive,1
24053,sekshundrede og nioghalvfems; ottehundrede og syvogfirs,1
24054,otteogtreds; trehundrede og toogtredive,1
24055,trehundrede og syvoghalvtreds; trehundrede og ni,0
24056,tretten; trehundrede og enogtredive,1
24057,trehundrede og fireoghalvtreds; trehundrede og femoghalvfems,1
24058,ottehundrede og firs; sekshundrede og tooghalvfjerds,0
24059,nihundrede og syvogfirs; tohundrede og ni,0
24060,femhundrede og otteogtredive; syvhundrede,1
24061,nihundrede og femogtredive; firehundrede og seksten,0
24062,femhundrede og seksten; ottehundrede og treogtredive,1
24063,trehundrede og seksogtreds; tohundrede og seksogtredive,0
24064,trehundrede og toogfirs; ottehundrede og syvogfirs,1
24065,sekshundrede og enogfirs; syvhundrede og seksoghalvtreds,1
24066,femhundrede og seks; ottehundrede og halvfems,1
24067,nihundrede og seksten; trehundrede og seksoghalvfjerds,0
24068,nihundrede og enoghalvtreds; nihundrede og femoghalvtreds,1
24069,firehundrede og tre; otteogtreds,0
24070,enoghalvfjerds; syvhundrede og sytten,1
24071,syvhundrede og niogfirs; syvhundrede og enogtreds,0
24072,femhundrede og seksogfirs; ottehundrede og fyrre,1
24073,sekshundrede og otteogtyve; ethundrede og enogtredive,0
24074,trehundrede og tooghalvtreds; trehundrede og seksogtredive,0
24075,femhundrede og ni; nihundrede og treogtredive,1
24076,nihundrede og fyrre; firehundrede og enogtreds,0
24077,tohundrede og seksogfyrre; syvoghalvfems,0
24078,trehundrede og tyve; trehundrede og treoghalvfjerds,1
24079,ethundrede og treoghalvfems; syvhundrede og fireogtreds,1
24080,niogtredive; syvhundrede og treogtyve,1
24081,firehundrede og enogfirs; firehundrede og syvoghalvfjerds,0
24082,firehundrede og otteogtredive; femhundrede og syvogfirs,1
24083,ethundrede og toogtredive; sekshundrede og treogtreds,1
24084,syvhundrede og niogfirs; firehundrede og seksoghalvfjerds,0
24085,sekshundrede og enoghalvfems; ethundrede og seksogfyrre,0
24086,syvhundrede og toogfirs; firehundrede og fireoghalvfems,0
24087,ethundrede og fyrre; syvhundrede og seksogtyve,1
24088,ottehundrede og fem; femhundrede og syvogfyrre,0
24089,firehundrede og otteoghalvtreds; syvhundrede og treogfyrre,1
24090,trehundrede og seksogtredive; sekshundrede og syvogtyve,1
24091,tohundrede og syvogtredive; sekshundrede og et,1
24092,treoghalvfjerds; tohundrede og enogtredive,1
24093,femhundrede og femoghalvfems; femoghalvtreds,0
24094,sekshundrede og toogtreds; nihundrede og treoghalvtreds,1
24095,trehundrede og halvfems; ottehundrede og fjorten,1
24096,enogfyrre; ottehundrede og fireogtyve,1
24097,ottehundrede og femogfyrre; ottehundrede og seksogfyrre,1
24098,ethundrede og seksogfirs; seks,0
24099,nihundrede og toogtyve; to,0
24100,fireogtreds; syvhundrede og syvogtredive,1
24101,sekshundrede og seksogfirs; trehundrede og fireoghalvfjerds,0
24102,nihundrede og nioghalvfems; ethundrede og et,0
24103,firehundrede og fireoghalvfems; tohundrede og seksogfirs,0
24104,tohundrede og et; ethundrede og syvogtyve,0
24105,nihundrede og ti; firehundrede og enoghalvfjerds,0
24106,sekshundrede og et; syvhundrede og syvogtredive,1
24107,tredive; nihundrede og otte,1
24108,femhundrede og niogtyve; ethundrede og treoghalvtreds,0
24109,sekshundrede og tolv; syvhundrede og toogtredive,1
24110,ethundrede og tooghalvfems; sekshundrede og fireogfirs,1
24111,ottehundrede og seksoghalvtreds; tohundrede og fireogtreds,0
24112,ottehundrede og syvogtreds; firehundrede og enoghalvfems,0
24113,trehundrede og syvogfirs; firehundrede og fem,1
24114,sekshundrede og syv; syvhundrede og nitten,1
24115,firehundrede og fjorten; firehundrede og elleve,0
24116,ethundrede og nitten; firehundrede og femogfirs,1
24117,tooghalvfems; syvhundrede og niogfirs,1
24118,syv; syvhundrede og ti,1
24119,ottehundrede; nihundrede og tretten,1
24120,tohundrede og femten; firehundrede og tre,1
24121,syvhundrede og ti; syvhundrede og seksoghalvfjerds,1
24122,ethundrede og femoghalvfjerds; sekshundrede og toogfyrre,1
24123,sekshundrede og niogtredive; ethundrede og treogtredive,0
24124,firehundrede og toogtreds; femhundrede og toogtredive,1
24125,firehundrede og niogfyrre; tohundrede og femogfirs,0
24126,femhundrede og syvogtyve; syvhundrede og enogfyrre,1
24127,femogfirs; tohundrede og syvoghalvtreds,1
24128,firehundrede og fyrre; trehundrede og seksogfirs,0
24129,ottehundrede og femogfyrre; ottehundrede og otteogfyrre,1
24130,tohundrede og fireoghalvtreds; firehundrede og ni,1
24131,ottehundrede og toogtredive; ottehundrede og femoghalvtreds,1
24132,ottehundrede og fireoghalvtreds; ottehundrede og sytten,0
24133,femhundrede og treogtreds; ottehundrede og treogtreds,1
24134,trehundrede og otteoghalvfems; tohundrede og nitten,0
24135,nihundrede og nitten; ottehundrede og syvogtreds,0
24136,trehundrede og syvogfirs; ethundrede og treogtredive,0
24137,syvhundrede og seksoghalvtreds; trehundrede og seks,0
24138,femhundrede og fireogfirs; trehundrede og femoghalvfems,0
24139,tohundrede og niogtreds; tohundrede og treds,0
24140,femogtreds; femhundrede og fireoghalvfjerds,1
24141,trehundrede og nioghalvtreds; tohundrede og atten,0
24142,nihundrede og syvogfirs; elleve,0
24143,femhundrede og otteogfyrre; enoghalvtreds,0
24144,trehundrede og fjorten; enogtyve,0
24145,tohundrede og femoghalvfems; syvhundrede og elleve,1
24146,nihundrede og niogtyve; tohundrede og femogtreds,0
24147,ethundrede og seksogtreds; firehundrede og tre,1
24148,ottehundrede og otte; tohundrede og otteoghalvfems,0
24149,nihundrede og fireogtreds; ethundrede og fireoghalvfems,0
24150,nihundrede og fem; femogfyrre,0
24151,sekshundrede og toogfirs; ethundrede og nioghalvfjerds,0
24152,firehundrede og fem; fireogfyrre,0
24153,trehundrede og atten; sekshundrede og treogtredive,1
24154,syvogfirs; firehundrede og tre,1
24155,nihundrede og treogfyrre; ottehundrede og fjorten,0
24156,sekshundrede og otteoghalvtreds; sekshundrede og femogtreds,1
24157,firehundrede og seksogfyrre; sekshundrede og to,1
24158,syvhundrede og tooghalvfems; sekshundrede og halvtreds,0
24159,trehundrede og seksten; firehundrede og femoghalvfems,1
24160,syvhundrede og femoghalvfems; nihundrede og et,1
24161,trehundrede og toogfyrre; femhundrede og syvoghalvfjerds,1
24162,ottehundrede og fem; sekshundrede og treogfyrre,0
24163,nihundrede og otteogfirs; ottehundrede og otteogtyve,0
24164,sekshundrede og femogtredive; firehundrede og seksoghalvtreds,0
24165,trehundrede og niogfirs; syvhundrede og enoghalvfjerds,1
24166,syvhundrede og nioghalvfems; ethundrede og fireoghalvfems,0
24167,syvhundrede og fireogtredive; syvhundrede og syvogfirs,1
24168,femhundrede og seksogtyve; trehundrede og fireoghalvfems,0
24169,ottehundrede og tyve; syvoghalvfjerds,0
24170,tohundrede og syvogtredive; firehundrede og tretten,1
24171,firehundrede og fireoghalvtreds; ottehundrede og treogtredive,1
24172,femten; tooghalvtreds,1
24173,firehundrede og fyrre; firehundrede og syv,0
24174,syvhundrede og seksogfyrre; firehundrede og otteogtyve,0
24175,sekshundrede og enoghalvfjerds; sekshundrede og nitten,0
24176,ottehundrede og treogtredive; femogfyrre,0
24177,ottehundrede og niogtyve; nihundrede og treogtredive,1
24178,nioghalvtreds; tohundrede og femogtredive,1
24179,femogtreds; ottehundrede og syvoghalvfjerds,1
24180,trehundrede og nitten; enogtredive,0
24181,syvhundrede og fireogtreds; syvogfirs,0
24182,syvhundrede og sytten; nihundrede og halvfjerds,1
24183,ottehundrede og syvoghalvtreds; femogfyrre,0
24184,treogtredive; firehundrede og syvogfirs,1
24185,firehundrede og femogtreds; syvhundrede og toogtreds,1
24186,treoghalvtreds; trehundrede og syvogtreds,1
24187,trehundrede og nitten; nihundrede og syvoghalvfems,1
24188,tohundrede og fireogtyve; firehundrede og fireogtreds,1
24189,tohundrede og niogfirs; ottehundrede og nioghalvfems,1
24190,nihundrede og firs; ethundrede og treds,0
24191,sekshundrede og treogtyve; trehundrede og atten,0
24192,firehundrede og enoghalvfems; nihundrede og treogfyrre,1
24193,trehundrede og firs; nihundrede og fem,1
24194,sekshundrede og treds; syvogtredive,0
24195,tohundrede og fjorten; firehundrede og femoghalvfems,1
24196,sekshundrede og seksten; trehundrede og syvoghalvfjerds,0
24197,syvhundrede og syvogtredive; tohundrede og treds,0
24198,ottehundrede og enogfyrre; ethundrede og treoghalvfjerds,0
24199,trehundrede og fireogfyrre; ottehundrede og syvoghalvfjerds,1
24200,ethundrede og otteogtreds; ottehundrede og fireogtyve,1
24201,syvhundrede og fireoghalvfjerds; sekshundrede og tredive,0
24202,sekshundrede og seks; sytten,0
24203,nihundrede og fjorten; nihundrede og enogtreds,1
24204,trehundrede og seksogtreds; syvhundrede og niogtredive,1
24205,sekshundrede og treds; sekshundrede og fireogtreds,1
24206,nihundrede og fireogtyve; nihundrede og tooghalvfjerds,1
24207,fire; firehundrede og syv,1
24208,syvhundrede og enogtredive; syvhundrede og femoghalvfjerds,1
24209,trehundrede og femoghalvfems; firehundrede og fire,1
24210,syvhundrede og syvogtyve; ethundrede og nitten,0
24211,sekshundrede og syvogtredive; nihundrede og tooghalvfems,1
24212,femhundrede og syvogfirs; trehundrede og tooghalvtreds,0
24213,otteoghalvfems; syvhundrede og treoghalvtreds,1
24214,nihundrede og halvfems; ethundrede og otteogfyrre,0
24215,ottehundrede og seksoghalvfems; sekshundrede og seksogtreds,0
24216,trehundrede og seksogtredive; nihundrede og halvfems,1
24217,ethundrede og treogfirs; ethundrede og femoghalvfems,1
24218,nihundrede og femogfirs; ottehundrede og syvogfirs,0
24219,tohundrede og niogtredive; sekshundrede og fireogfirs,1
24220,nihundrede og fireoghalvfems; syvhundrede og otteogtyve,0
24221,ottehundrede og syvoghalvtreds; fireogtyve,0
24222,femhundrede og femten; sekshundrede og ni,1
24223,sekshundrede og otteoghalvfjerds; syvhundrede og treoghalvtreds,1
24224,trehundrede og seksogfirs; syvhundrede og syvoghalvfjerds,1
24225,ethundrede og enogfirs; nihundrede og femoghalvtreds,1
24226,ethundrede; firehundrede og tooghalvfjerds,1
24227,ottehundrede og tooghalvfjerds; firehundrede og fireogfirs,0
24228,ethundrede og seksogfyrre; trehundrede og enogtredive,1
24229,syvhundrede og niogfirs; ethundrede og enogtyve,0
24230,nihundrede og otteogtreds; sekshundrede og femten,0
24231,sekshundrede og otteogfyrre; trehundrede og syvogfirs,0
24232,firehundrede og tre; ethundrede,0
24233,trehundrede og enogfirs; femhundrede og ti,1
24234,femhundrede og treogfirs; nihundrede og toogfyrre,1
24235,sekshundrede og femogtreds; tohundrede og femogfyrre,0
24236,trehundrede og toogfirs; syvhundrede og halvfems,1
24237,ethundrede og nioghalvtreds; syvhundrede og tolv,1
24238,nihundrede og niogtreds; ethundrede og syv,0
24239,ethundrede og niogtyve; tohundrede og enoghalvfjerds,1
24240,firehundrede og elleve; firehundrede og otte,0
24241,ethundrede og nioghalvfjerds; nihundrede og tre,1
24242,firehundrede og fire; ottehundrede og fireogfyrre,1
24243,sekshundrede og syvogfirs; trehundrede og treogtreds,0
24244,tohundrede og otteogtredive; tohundrede og toogfyrre,1
24245,ottehundrede og femogfyrre; ottehundrede og sytten,0
24246,femhundrede og tre; nihundrede og fireogfirs,1
24247,sekshundrede og seksogtyve; ethundrede og enogfyrre,0
24248,ethundrede og otteogtredive; ottehundrede og fireogtreds,1
24249,firehundrede og niogtreds; ethundrede og niogtreds,0
24250,syvhundrede og tooghalvfems; sekshundrede og ti,0
24251,ottehundrede og tre; ethundrede og syvoghalvtreds,0
24252,tooghalvtreds; trehundrede og enoghalvfems,1
24253,ottehundrede og otte; firehundrede og enoghalvfjerds,0
24254,enogtreds; sekshundrede,1
24255,ottehundrede og fireogfyrre; sekshundrede og enogtredive,0
24256,ottehundrede og otteogtredive; femhundrede og otteogtredive,0
24257,firehundrede og halvfems; nihundrede og fem,1
24258,tohundrede og tre; ethundrede og tooghalvfjerds,0
24259,niogtredive; tohundrede og tooghalvfems,1
24260,ethundrede og fem; tohundrede og fireogfyrre,1
24261,sekshundrede og seksoghalvtreds; tohundrede og halvtreds,0
24262,tohundrede og et; ottehundrede og femten,1
24263,femhundrede og seksoghalvfjerds; syvhundrede og nioghalvfjerds,1
24264,ottehundrede og tre; tolv,0
24265,firehundrede og femogfyrre; firehundrede og sytten,0
24266,sekshundrede og seksogfyrre; ethundrede og halvtreds,0
24267,firehundrede og syvogtreds; otteogtredive,0
24268,trehundrede og tolv; syvhundrede og ni,1
24269,syvhundrede og tooghalvfjerds; nihundrede og syvogtreds,1
24270,sekshundrede og syvoghalvtreds; femhundrede og fyrre,0
24271,trehundrede og halvtreds; tohundrede og syvoghalvfjerds,0
24272,ottehundrede og enogtredive; femoghalvfjerds,0
24273,trehundrede og fireoghalvfems; firehundrede og niogtreds,1
24274,nihundrede og nitten; firehundrede og fem,0
24275,firehundrede og seksogtyve; ottehundrede og femogtreds,1
24276,nioghalvfjerds; trehundrede og nioghalvtreds,1
24277,tohundrede og enoghalvtreds; femhundrede og treoghalvtreds,1
24278,tohundrede og fireoghalvtreds; sekshundrede og fireogtyve,1
24279,firehundrede og otteoghalvfjerds; syvhundrede og syvogfirs,1
24280,femhundrede og otteoghalvfems; nihundrede og femogtredive,1
24281,ottehundrede og otteogfirs; sekshundrede og niogfirs,0
24282,femten; nioghalvfems,1
24283,firehundrede og fire; trehundrede og treoghalvfjerds,0
24284,sekshundrede og femten; trehundrede og seksoghalvfjerds,0
24285,nihundrede og fireoghalvfjerds; sekshundrede og enoghalvfjerds,0
24286,nihundrede og elleve; tohundrede og toogfirs,0
24287,firehundrede og fireogfirs; enoghalvtreds,0
24288,sekshundrede og tooghalvtreds; femhundrede og enoghalvtreds,0
24289,nihundrede og nioghalvfjerds; ethundrede og fyrre,0
24290,syvhundrede og fyrre; ethundrede og seksten,0
24291,femhundrede og treogtreds; syvogtyve,0
24292,firehundrede og tredive; trehundrede og tre,0
24293,trehundrede og elleve; femten,0
24294,syvhundrede og seksogtreds; tohundrede og treoghalvfems,0
24295,nihundrede og fireogtyve; trehundrede og treogtyve,0
24296,ethundrede og fireoghalvtreds; tohundrede og femoghalvfjerds,1
24297,ethundrede og fireogfyrre; nihundrede og seksten,1
24298,trehundrede og niogfirs; ottehundrede og firs,1
24299,firehundrede og halvfems; nihundrede og seksoghalvfems,1
24300,sekshundrede og tooghalvtreds; nihundrede og syvoghalvfjerds,1
24301,firehundrede og halvfjerds; syvhundrede og toogtredive,1
24302,fireoghalvfems; sekshundrede og enogtredive,1
24303,firehundrede og treogfyrre; trehundrede og enoghalvtreds,0
24304,femhundrede og enoghalvtreds; syvhundrede og fireogtredive,1
24305,tohundrede og fem; ottehundrede og fireoghalvfems,1
24306,firehundrede og femogtredive; sekshundrede og otteoghalvfems,1
24307,halvtreds; nihundrede og femogtyve,1
24308,ottehundrede og enogfyrre; nihundrede og otteogfirs,1
24309,ethundrede og otteoghalvtreds; tohundrede og enogtredive,1
24310,syvogfyrre; trehundrede og enogtyve,1
24311,sekshundrede og otteogtreds; trehundrede og otteogtreds,0
24312,ottehundrede og otteoghalvtreds; sekshundrede og syvogfyrre,0
24313,ethundrede og treogtredive; femhundrede og fireoghalvfjerds,1
24314,fem; nihundrede og ti,1
24315,sekshundrede og fireogtredive; nitten,0
24316,syvhundrede og nitten; ethundrede og syvogfyrre,0
24317,nihundrede og enoghalvfjerds; tohundrede og tyve,0
24318,sekshundrede og ti; syvhundrede og fireogfyrre,1
24319,syvhundrede og otteogfyrre; otteoghalvfjerds,0
24320,femogtredive; sekshundrede og seksoghalvtreds,1
24321,ottehundrede og fyrre; ottehundrede og syvogfyrre,1
24322,ottehundrede og otteogfirs; ottehundrede og toogtreds,0
24323,femhundrede og treoghalvfems; ottehundrede og femogtreds,1
24324,ethundrede og otteogfyrre; sekshundrede og syvoghalvfjerds,1
24325,femhundrede og nitten; syvhundrede og femogtreds,1
24326,tohundrede og seksoghalvfjerds; nihundrede og tooghalvtreds,1
24327,syvogfirs; fire,0
24328,tohundrede og femoghalvfems; nihundrede og enogtyve,1
24329,femhundrede og enogtreds; ethundrede og niogfyrre,0
24330,femhundrede og halvfjerds; trehundrede og treds,0
24331,firehundrede og syvoghalvtreds; nihundrede og syvoghalvtreds,1
24332,trehundrede og otteoghalvtreds; trehundrede og seksogtyve,0
24333,femhundrede og syvoghalvfjerds; syvhundrede og niogtreds,1
24334,syvhundrede og firs; seksogfyrre,0
24335,ottehundrede og seksogtreds; syvhundrede og otteogtyve,0
24336,treogfirs; syv,0
24337,syvoghalvfems; firehundrede og seksoghalvtreds,1
24338,syvogtredive; sekshundrede og fem,1
24339,syvogtreds; ethundrede og femogfirs,1
24340,tohundrede og otteogtyve; trehundrede og otteogfirs,1
24341,trehundrede og enogtreds; trehundrede og enogtyve,0
24342,syvhundrede og seksogfirs; ottehundrede og toogfyrre,1
24343,sekshundrede og tyve; ottehundrede og femogtredive,1
24344,syvhundrede og otteoghalvtreds; tohundrede og seksoghalvfems,0
24345,ethundrede og fireogtredive; nihundrede og sytten,1
24346,femhundrede og otteogfyrre; femhundrede og halvfems,1
24347,syvhundrede og syvogfirs; nihundrede og otteogtreds,1
24348,femhundrede og toogtreds; syvhundrede,1
24349,ottehundrede og femoghalvfems; ottehundrede og syvogtyve,0
24350,nihundrede og halvfjerds; firehundrede og treogtyve,0
24351,ethundrede og ni; tyve,0
24352,ottehundrede og ti; sekshundrede og seksogtreds,0
24353,syvhundrede og nioghalvfjerds; ottehundrede og syvogtreds,1
24354,trehundrede og fireoghalvtreds; femhundrede og treogfyrre,1
24355,trehundrede og tredive; ethundrede og otteoghalvfjerds,0
24356,ethundrede og ni; ethundrede og ti,1
24357,tohundrede og femogtredive; ethundrede og nioghalvfems,0
24358,syvhundrede og fem; tohundrede og toogtreds,0
